grupo,1. Los proyectos o ideas nuevas me distraen de proyectos o ideas que ten¡a desde antes.,"2. Los ¢bstaculos no me desaniman
","3. Estuve concentrado en una idea o proyecto por un corto tiempo, pero despu‚s perd¡ inter‚s ","4. Trabajo duro
","5. Con frecuencia me propongo un objetivo, pero luego trato de cumplir un objetivo diferente",6. Me resulta dificil mantener mi atenci¢n en proyectos que duran m s all  de algunos meses en terminar,7. Soy chambeador(a),p8_apostarmil,p9_batepelota,p10_tandacorto,p11_tandalargo,p12_retornodeposito,p13_preciosbajan,escol,p15_estadocivil,16. ¨Cu les de los siguientes grupos de personas dependen de usted?,p16_1menores,p16_2adulmay,p16_3otros,ESTATUS Tel Casa,Estatus Celular,Status,edad,hijos,statusempleo,genero,celular,lineafija,Status de residencia,Ingresos comprobados,Ingresos no comprobados,Prestamos con Provident,Prestamos activos,Monto de los prestamos activos,Total a Pagar,Monto atrasado,Pago semanal,SCelular,STelCasa,SResidencia,Genero
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,66,0,Auto empleado,FE,N,Y,Propietario,7800,0,2,1,4000,7560,-240,240,0,1,3,1
Current,,,,,,,,,,,,,,,,,,,,,No se encontraba en el domicilio,No realizada,42,0,Auto empleado,FE,Y,N,Propietario,0,5000,9,2,10000,20200,-400,440,1,0,3,1
Current,4. De acuerdo,4. De acuerdo,2. Desacuerdo,5.Totalmente de acuerdo,2. Desacuerdo,1. Totalmente en desacuerdo,5.Totalmente de acuerdo,1000.00,10.00,1,1,1020.00,FALSO,Licenciatura,Casado,,0,1,0,Fuera de Servicio,Efectiva,Completa,56,0,Auto empleado,FE,Y,Y,Propietario,0,10000,9,1,6500,13390,520,260,1,1,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,36,0,Auto empleado,FE,Y,N,Propietario,0,3600,1,1,2000,3780,0,120,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,25,0,Auto empleado,FE,Y,N,Propietario,5000,0,4,2,9000,18180,3044,396,1,0,3,1
Current,3. Indiferente,4. De acuerdo,5.Totalmente de acuerdo,5.Totalmente de acuerdo,5.Totalmente de acuerdo,5.Totalmente de acuerdo,5.Totalmente de acuerdo,0.00,10.00,1,1,1200.00,FALSO,6to Primaria,Casado,,0,0,0,Efectiva,,Completa,67,0,Auto empleado,FE,N,Y,Propietario,0,8000,8,2,15500,31930,-2520,620,0,1,3,1
Current,,,,,,,,,,,,,,,,,,,,No se encontraba en el domicilio,,No realizada,26,0,Auto empleado,FE,Y,Y,Vive con padres,6000,0,5,1,10000,20600,700,400,1,1,1,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,23,0,Auto empleado,MA,Y,N,Propietario,0,3800,4,2,4000,8070,10,180,1,0,3,0
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,37,0,Auto empleado,FE,Y,N,Propietario,0,9500,9,2,21000,43260,40,840,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,Fuera de servicio,No realizada,28,0,Auto empleado,MA,Y,N,Propietario,10000,0,2,0,0,0,0,0,1,0,3,0
Current,3. Indiferente,4. De acuerdo,3. Indiferente,4. De acuerdo,5.Totalmente de acuerdo,5.Totalmente de acuerdo,3. Indiferente,0.00,10.00,1,1,20000.00,FALSO,3ro Secundaria,Uni¢n Libre,,2,0,0,,Efectiva,Completa,31,0,Auto empleado,FE,Y,N,Propietario,0,8000,4,1,4500,9270,760,180,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,22,0,Auto empleado,FE,Y,N,Vive con padres,0,2600,3,1,2500,5150,1000,100,1,0,1,1
Current,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,20,0,Auto empleado,MA,Y,N,Vive con padres,0,3000,1,1,2900,5481,-186,174,1,0,1,0
Current,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,23,0,Auto empleado,MA,Y,N,Vive con padres,3500,0,1,1,2500,4725,1200,150,1,0,1,0
Current,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,31,0,Auto empleado,FE,Y,N,Vive con padres,0,8000,3,2,5800,11764,4827.8,250.4,1,0,1,1
Current,,,,,,,,,,,,,,,,,,,,,Ocupado,No realizada,45,0,Auto empleado,FE,Y,N,Propietario,2800,0,3,2,3500,7210,970,140,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,30,0,Auto empleado,FE,Y,N,Propietario,0,7000,3,2,3500,7050,687,156,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,Fuera de servicio,No realizada,29,0,Auto empleado,FE,Y,N,Propietario,0,5000,2,1,4900,9702,2940,235.2,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,48,0,Auto empleado,FE,Y,N,Propietario,6000,0,2,0,0,0,0,0,1,0,3,1
Current,2. Desacuerdo,2. Desacuerdo,3. Indiferente,3. Indiferente,2. Desacuerdo,2. Desacuerdo,3. Indiferente,500.00,20.00,2,2,12000.00,VERDADERO,3ro Secundaria,Casado,,0,1,0,,Efectiva,Completa,44,0,Auto empleado,FE,Y,N,Propietario,4500,0,2,1,3900,7722,2281,187.2,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,Numero Equivocado,,No realizada,42,2,Auto empleado,MA,N,Y,Vive con padres,4800,0,1,1,3000,5670,1120,180,0,1,1,0
Current,,,,,,,,,,,,,,,,,,,,No se encontraba en el domicilio,,No realizada,28,0,Auto empleado,FE,N,Y,Vive con padres,6000,0,1,1,4000,7920,4182,192,0,1,1,1
Current,1. Totalmente en desacuerdo,1. Totalmente en desacuerdo,1. Totalmente en desacuerdo,5.Totalmente de acuerdo,1. Totalmente en desacuerdo,1. Totalmente en desacuerdo,5.Totalmente de acuerdo,700.00,10.00,1,2,1020.00,FALSO,Licenciatura,Soltero,,0,0,0,,Efectiva,Completa,20,0,Auto empleado,MA,Y,N,Propietario,0,6000,3,2,2500,5030,112,112,1,0,3,0
Current,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,54,0,Auto empleado,FE,Y,N,Propietario,0,9000,2,1,10000,20600,-400,400,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,No existe,No realizada,20,0,Auto empleado,FE,Y,N,Propietario,0,5500,3,2,5000,10100,570,220,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No quizo particpar,No realizada,24,0,Auto empleado,MA,Y,Y,Propietario,0,10000,1,1,2000,3780,-120,120,1,1,3,0
Current,2. Desacuerdo,5.Totalmente de acuerdo,5.Totalmente de acuerdo,4. De acuerdo,5.Totalmente de acuerdo,5.Totalmente de acuerdo,5.Totalmente de acuerdo,500.00,10.00,2,1,30000.00,VERDADERO,3ro Primaria,Soltero,,2,0,1,Efectiva,,Completa,37,0,Auto empleado,FE,N,Y,Propietario,0,7500,1,1,4000,7560,-240,240,0,1,3,1
Current,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,50,0,Auto empleado,MA,Y,N,Propietario,0,4000,1,1,3000,5670,760,180,1,0,3,0
Current,,,,,,,,,,,,,,,,,,,,,Numero Equivocado,No realizada,43,0,Auto empleado,MA,Y,N,Propietario,9000,0,1,1,4000,7560,-430,240,1,0,3,0
Current,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,38,0,Auto empleado,FE,Y,N,Propietario,8000,0,1,1,3300,6237,327,198,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,23,0,Auto empleado,MA,Y,N,Propietario,6000,0,1,1,2500,4725,-50,150,1,0,3,0
Current,3. Indiferente,1. Totalmente en desacuerdo,4. De acuerdo,4. De acuerdo,4. De acuerdo,3. Indiferente,5.Totalmente de acuerdo,1000.00,110.00,1,1,1200.00,VERDADERO,3ro Secundaria,Uni¢n Libre,,2,0,0,,Efectiva,Completa,42,2,Auto empleado,FE,Y,N,Propietario,0,3000,1,1,2500,4725,390,150,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,33,0,Auto empleado,MA,Y,N,Propietario,0,6000,1,1,3000,5670,210,180,1,0,3,0
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,50,0,Auto empleado,FE,Y,N,Propietario,0,4500,8,2,16000,32960,1092,640,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,66,0,Auto empleado,MA,N,N,Propietario,0,6000,2,2,4500,9030,1362,204,0,0,3,0
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,66,0,Auto empleado,FE,N,N,Propietario,5500,0,2,1,3000,6180,-180,120,0,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,43,0,Auto empleado,FE,Y,N,Propietario,4000,0,3,2,6000,12360,0,240,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,36,1,Auto empleado,FE,Y,N,Vive con padres,0,13000,4,2,18900,38622,190.4,787.2,1,0,1,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,36,0,Auto empleado,MA,Y,N,Propietario,0,5000,4,2,5000,10100,2560,220,1,0,3,0
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,40,0,Auto empleado,FE,Y,N,Propietario,0,7000,1,1,3000,5940,0,144,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,49,1,Auto empleado,FE,N,Y,Propietario,0,4000,5,0,0,0,0,0,0,1,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,42,3,Auto empleado,FE,Y,N,Propietario,0,4000,7,1,6500,13390,4980,260,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,38,1,Auto empleado,FE,N,Y,Propietario,6800,0,7,1,7000,14420,-280,280,0,1,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,57,0,Auto empleado,FE,Y,N,Renta,0,4000,3,1,3700,6993,1699,222,1,0,2,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,30,0,Auto empleado,FE,Y,N,Vive con padres,2400,0,5,2,10000,20320,1906,428,1,0,1,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,51,0,Auto empleado,MA,N,Y,Propietario,4000,0,5,2,2500,5150,980,100,0,1,3,0
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,41,0,Auto empleado,FE,N,Y,Propietario,0,8000,2,1,5000,9900,940,240,0,1,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,23,0,Auto empleado,MA,Y,N,Vive con padres,0,5500,7,2,5000,10300,825,200,1,0,1,0
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,45,0,Auto empleado,MA,Y,N,Propietario,5000,0,4,2,6000,12360,-120,240,1,0,3,0
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,38,0,Auto empleado,FE,N,Y,Vive con padres,4000,0,3,1,2500,5150,800,100,0,1,1,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,29,0,Auto empleado,MA,Y,N,Vive con padres,0,8000,6,1,10000,20600,4400,400,1,0,1,0
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,28,0,Auto empleado,FE,N,Y,Propietario,0,6000,6,2,6500,13390,3440,260,0,1,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,63,0,Auto empleado,MA,Y,N,Vive con padres,0,8000,6,2,11500,23690,715,460,1,0,1,0
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,36,0,Auto empleado,FE,Y,N,Propietario,0,6700,3,2,6000,12360,0,240,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,25,0,Auto empleado,FE,Y,N,Propietario,0,6000,3,2,9500,19210,64,416,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,45,0,Auto empleado,MA,Y,Y,Propietario,0,10000,1,1,2000,3960,188,96,1,1,3,0
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,34,0,Auto empleado,MA,N,Y,Vive con padres,0,8000,1,1,3700,6993,672,222,0,1,1,0
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,25,0,Auto empleado,FE,Y,N,Propietario,0,6200,1,1,2000,3780,720,120,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,44,0,Auto empleado,FE,N,Y,Propietario,0,4000,9,1,5500,11330,335,220,0,1,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,25,0,Auto empleado,FE,N,Y,Renta,0,4800,8,1,5500,10890,1790,264,0,1,2,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,29,0,Auto empleado,FE,N,Y,Vive con padres,0,2500,2,1,3000,5940,622,144,0,1,1,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,53,0,Auto empleado,FE,N,Y,Propietario,0,12000,1,1,6400,12672,-286.4,307.2,0,1,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,38,0,Auto empleado,MA,Y,Y,Propietario,0,4800,4,1,3600,6804,12,216,1,1,3,0
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,57,0,Auto empleado,FE,Y,N,Propietario,6000,0,6,1,3300,6534,44,158.4,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,47,2,Auto empleado,MA,Y,N,Renta,0,7600,4,1,2900,5481,1374,174,1,0,2,0
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,54,0,Auto empleado,FE,Y,Y,Propietario,0,4500,11,1,3500,7210,-40,140,1,1,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,37,3,Auto empleado,MA,Y,N,Propietario,0,8000,4,1,6000,11880,672,288,1,0,3,0
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,57,0,Auto empleado,FE,N,Y,Propietario,0,6000,9,1,10000,20600,0,400,0,1,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,41,0,Auto empleado,MA,Y,N,Propietario,0,4000,7,2,12500,25750,2900,500,1,0,3,0
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,47,1,Auto empleado,MA,Y,N,Propietario,0,6400,6,2,4500,9190,440,188,1,0,3,0
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,37,0,Auto empleado,FE,Y,N,Propietario,0,8000,3,1,2200,4356,1396,105.6,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,47,2,Auto empleado,MA,Y,N,Renta,0,16000,3,1,9000,18540,2442,360,1,0,2,0
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,65,0,Auto empleado,FE,Y,N,Propietario,0,5000,2,1,5000,9900,1570,240,1,0,3,1
Current,4. De acuerdo,3. Indiferente,2. Desacuerdo,5.Totalmente de acuerdo,2. Desacuerdo,4. De acuerdo,5.Totalmente de acuerdo,900.00,10.00,2,2,18900.00,FALSO,2do Secundaria,Soltero,,0,0,1,,Efectiva,Completa,47,1,Desempleados,FE,Y,N,Renta,0,3200,2,1,2000,4120,1720,80,1,0,2,1
Current,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,41,0,Desempleados,FE,Y,N,Vive con padres,0,7000,4,1,2000,4120,378,80,1,0,1,1
Current,,,,,,,,,,,,,,,,,,,,,Ocupado,No realizada,20,1,Desempleados,FE,Y,N,Vive con padres,4400,0,2,1,5500,11330,0,220,1,0,1,1
Current,4. De acuerdo,2. Desacuerdo,4. De acuerdo,3. Indiferente,3. Indiferente,4. De acuerdo,3. Indiferente,1000.00,10.00,1,1,1000.00,VERDADERO,6to Primaria,Viudo,,0,0,0,Efectiva,,Completa,68,0,Desempleados,FE,N,Y,Propietario,0,4000,9,1,7500,15450,150,300,0,1,3,1
Current,,,,,,,,,,,,,,,,,,,,No quizo particpar,,No realizada,68,3,Desempleados,FE,N,Y,Vive con padres,0,6400,6,1,4500,9270,2970,180,0,1,1,1
Current,,,,,,,,,,,,,,,,,,,,,Apagado,No realizada,39,2,Desempleados,FE,Y,N,Propietario,6000,0,11,1,4000,8240,160,160,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,Apagado,No realizada,52,0,Desempleados,FE,Y,N,Propietario,0,4800,5,1,4500,9270,1750,180,1,0,3,1
Current,2. Desacuerdo,4. De acuerdo,5.Totalmente de acuerdo,5.Totalmente de acuerdo,5.Totalmente de acuerdo,5.Totalmente de acuerdo,5.Totalmente de acuerdo,900.00,10.00,1,2,1200.00,VERDADERO,3ro Secundaria,Casado,,2,0,0,No existe,Efectiva,Completa,25,0,Desempleados,FE,Y,Y,Vive con padres,0,8000,6,2,9500,19570,4240,380,1,1,1,1
Current,,,,,,,,,,,,,,,,,,,,Numero Equivocado,,No realizada,52,0,Desempleados,FE,N,Y,Propietario,6600,0,5,1,3500,7210,1360,140,0,1,3,1
Current,4. De acuerdo,4. De acuerdo,4. De acuerdo,5.Totalmente de acuerdo,2. Desacuerdo,4. De acuerdo,5.Totalmente de acuerdo,0.00,10.00,1,2,980.00,FALSO,3ro Secundaria,Uni¢n Libre,,2,1,0,,Efectiva,Completa,26,0,Desempleados,FE,Y,N,Propietario,0,6000,4,2,4500,9270,40,180,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,No se encontraba en el domicilio,,No realizada,25,0,Desempleados,FE,N,Y,Propietario,0,4000,3,2,4000,8240,560,160,0,1,3,1
Current,2. Desacuerdo,3. Indiferente,2. Desacuerdo,4. De acuerdo,3. Indiferente,3. Indiferente,4. De acuerdo,300.00,20.00,2,2,14580.00,VERDADERO,3ro Secundaria,Divorciado,,2,1,0,No existe,Efectiva,Completa,43,0,Desempleados,FE,Y,Y,Vive con padres,0,4000,1,1,3000,5940,2266,144,1,1,1,1
Current,4. De acuerdo,2. Desacuerdo,2. Desacuerdo,5.Totalmente de acuerdo,2. Desacuerdo,4. De acuerdo,5.Totalmente de acuerdo,0.00,100.00,1,1,1200.00,VERDADERO,No estudi¢,Casado,,2,1,0,,Efectiva,Completa,19,0,Desempleados,FE,Y,N,Propietario,0,4000,1,1,2000,3780,-120,120,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,28,5,Desempleados,FE,Y,N,Propietario,0,8000,3,1,5600,11088,1693,268.8,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,Numero Equivocado,No realizada,31,0,Desempleados,FE,Y,Y,Propietario,0,4400,4,1,5000,9900,3350,240,1,1,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,33,0,Desempleados,FE,Y,N,Vive con padres,0,5000,2,1,4000,8240,180,160,1,0,1,1
Current,4. De acuerdo,3. Indiferente,4. De acuerdo,3. Indiferente,4. De acuerdo,2. Desacuerdo,3. Indiferente,1000.00,60.00,1,1,20000.00,FALSO,3ro Secundaria,Casado,,1,0,1,,Efectiva,Completa,23,0,Desempleados,FE,Y,N,Propietario,1600,1900,1,1,1500,2835,-40,90,1,0,3,1
Current,5.Totalmente de acuerdo,5.Totalmente de acuerdo,5.Totalmente de acuerdo,5.Totalmente de acuerdo,5.Totalmente de acuerdo,5.Totalmente de acuerdo,5.Totalmente de acuerdo,500.00,100.00,1,1,1200.00,VERDADERO,6to Primaria,Casado,,1,1,0,Efectiva,,Completa,49,0,Desempleados,FE,N,Y,Propietario,0,12000,7,2,12000,23920,3820,560,0,1,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,40,1,Desempleados,FE,N,Y,Propietario,0,6000,3,2,9500,19570,70,380,0,1,3,1
Current,,,,,,,,,,,,,,,,,,,,,Fuera de servicio,No realizada,64,1,Desempleados,FE,Y,N,Propietario,0,4000,1,0,0,0,0,0,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,No quizo particpar,No realizada,70,0,Desempleados,FE,Y,N,Propietario,0,4000,4,1,3000,5940,1224,144,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,29,3,Desempleados,FE,Y,N,Propietario,0,6000,4,1,4500,9270,6190,180,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,58,0,Desempleados,FE,Y,N,Propietario,0,6000,8,2,5500,11330,-260,220,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,55,1,Desempleados,FE,N,Y,Propietario,6000,0,10,2,7000,14420,3680,280,0,1,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,27,0,Desempleados,FE,Y,N,Vive con padres,4800,0,12,2,17500,35450,4680,760,1,0,1,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,46,0,Desempleados,FE,Y,N,Propietario,0,8800,6,2,20000,41200,720,800,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,53,0,Desempleados,FE,N,Y,Propietario,4600,0,6,1,5000,10300,600,200,0,1,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,47,0,Desempleados,FE,Y,N,Vive con padres,0,4000,8,1,1000,1980,12,48,1,0,1,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,31,2,Desempleados,FE,Y,N,Propietario,0,6000,7,2,6500,13190,1390,280,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,49,0,Desempleados,FE,Y,N,Vive con padres,4000,0,6,1,4000,8240,4210,160,1,0,1,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,29,1,Desempleados,FE,N,Y,Vive con padres,0,3600,5,1,4000,8240,3280,160,0,1,1,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,56,1,Desempleados,FE,Y,N,Propietario,0,4000,6,1,1500,3090,60,60,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,53,0,Desempleados,FE,Y,N,Propietario,5000,0,4,2,9000,18540,3580,360,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,41,0,Desempleados,FE,N,Y,Renta,0,5500,4,2,9000,18540,-180,360,0,1,2,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,23,0,Desempleados,FE,Y,N,Renta,4000,0,3,1,10000,20600,11650,400,1,0,2,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,33,0,Desempleados,FE,Y,N,Propietario,3000,0,6,2,6000,12360,730,240,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,22,0,Desempleados,FE,Y,Y,Propietario,0,4000,4,2,7500,15450,1930,300,1,1,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,38,0,Desempleados,FE,N,Y,Propietario,0,2800,4,0,0,0,0,0,0,1,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,37,0,Desempleados,FE,Y,Y,Vive con padres,0,6000,3,1,3000,6180,1350,120,1,1,1,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,25,0,Desempleados,FE,Y,N,Propietario,0,4000,3,2,5500,11330,1720,220,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,27,0,Desempleados,FE,Y,N,Vive con padres,0,1000,1,1,1500,2835,560,90,1,0,1,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,61,0,Desempleados,FE,Y,Y,Propietario,0,6000,11,2,6500,13390,480,260,1,1,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,44,1,Desempleados,FE,Y,Y,Propietario,0,4000,6,1,2100,4158,495.2,100.8,1,1,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,50,0,Desempleados,FE,Y,N,Propietario,0,4000,7,2,5500,11050,1080,248,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,50,1,Desempleados,FE,N,Y,Propietario,0,4000,6,1,3500,7210,1195,140,0,1,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,35,0,Desempleados,FE,Y,N,Propietario,0,6500,9,1,3700,7326,2426,177.6,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,63,0,Desempleados,FE,N,Y,Renta,0,7000,4,2,11700,23473,-406,542,0,1,2,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,57,0,Desempleados,FE,Y,N,Propietario,0,6000,5,1,2500,5150,-100,100,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,64,0,Desempleados,FE,Y,N,Propietario,0,8000,10,1,8000,15840,90,384,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,,No realizada,49,0,Desempleados,FE,N,Y,Propietario,0,6400,3,1,9500,19570,5290,380,0,1,3,1
Current,,,,,,,,,,,,,,,,,,,,,No existe,No realizada,50,0,Empleado Medio tiempo,FE,Y,N,Propietario,0,3000,7,2,9500,18810,368,456,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,Ocupado,No realizada,55,0,Empleado Medio tiempo,FE,Y,N,Propietario,4000,0,3,1,6200,12276,3844,297.6,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,No quizo particpar,No realizada,51,0,Empleado Medio tiempo,FE,Y,N,Propietario,0,6000,8,2,11000,22660,1100,440,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,No quizo particpar,,No realizada,54,0,Empleado Medio tiempo,FE,N,Y,Propietario,8000,0,15,2,21500,44290,7660,860,0,1,3,1
Current,,,,,,,,,,,,,,,,,,,,No contesta,,No realizada,67,2,Empleado Medio tiempo,MA,N,Y,Propietario,5000,0,8,2,15500,31930,980,620,0,1,3,0
Current,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,,No realizada,26,0,Empleado Medio tiempo,FE,N,Y,Vive con padres,0,6000,3,1,4500,9270,-200,180,0,1,1,1
Current,2. Desacuerdo,4. De acuerdo,3. Indiferente,5.Totalmente de acuerdo,3. Indiferente,2. Desacuerdo,5.Totalmente de acuerdo,500.00,10.00,1,1,1200.00,FALSO,2do Primaria,Casado,,0,0,0,,Efectiva,Completa,34,3,Empleado Medio tiempo,FE,Y,N,Vive con padres,0,8000,10,2,20000,41200,-800,800,1,0,1,1
Current,,,,,,,,,,,,,,,,,,,,,Numero Equivocado,No realizada,42,0,Empleado Medio tiempo,FE,Y,N,Renta,0,8000,7,1,9500,19570,-780,380,1,0,2,1
Current,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,27,0,Empleado Medio tiempo,FE,Y,N,Vive con padres,3000,6000,2,1,3000,5670,-180,180,1,0,1,1
Current,,,,,,,,,,,,,,,,,,,,,Fuera de servicio,No realizada,23,0,Empleado Medio tiempo,MA,Y,N,Propietario,0,4150,4,2,4500,9270,-180,180,1,0,3,0
Current,,,,,,,,,,,,,,,,,,,,,No se encontraba en el domicilio,No realizada,25,0,Empleado Medio tiempo,MA,Y,N,Propietario,0,2540,5,2,16000,32960,5320,640,1,0,3,0
Current,3. Indiferente,2. Desacuerdo,2. Desacuerdo,5.Totalmente de acuerdo,4. De acuerdo,2. Desacuerdo,5.Totalmente de acuerdo,1000.00,50.00,2,2,12400.00,FALSO,6to Primaria,Casado,,1,0,0,,Efectiva,Completa,50,1,Empleado Medio tiempo,FE,Y,N,Propietario,0,8000,3,1,7000,14420,260,280,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,24,0,Empleado Medio tiempo,MA,Y,N,Propietario,0,8000,3,2,4500,8910,2038,216,1,0,3,0
Current,,,,,,,,,,,,,,,,,,,,,Fuera de servicio,No realizada,23,0,Empleado Medio tiempo,FE,Y,N,Propietario,0,9000,2,1,3000,5940,-244,144,1,0,3,1
Current,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,21,0,Empleado Medio tiempo,FE,Y,N,Vive con padres,0,6000,1,1,1000,1890,670,60,1,0,1,1
Current,,,,,,,,,,,,,,,,,,,,No existe,Fuera de servicio,No realizada,35,0,Empleado Medio tiempo,FE,Y,Y,Propietario,6000,2000,4,0,0,0,0,0,1,1,3,1
